indice_tiempo,idempresa,cuit,empresa,direccion,localidad,provincia,region,idproducto,producto,idtipohorario,tipohorario,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud,geojson
2026-05,10103,33-71339160-9,OPERADORA LATINA SA,RUTA 2 KM 37.300 0,BERAZATEGUI,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2328.0,2026-05-14 00:00:00,29,GULF,-34.86838,-58.17968,"{""type"":""Point"",""coordinates"":[-58.17968,-34.86838]}"
2026-03,10723,30-71498159-1,COMBUSPLATA SA,CALLE 520 numero 3233,LA PLATA,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1742.0,2026-03-02 23:10:00,4,SHELL C.A.P.S.A.,-34.912439,-58.00726,"{""type"":""Point"",""coordinates"":[-58.00726,-34.912439]}"
2026-05,726,20-17498816-2,"LOPEZ, OSCAR RAÚL",MORENO 595,SAN JERONIMO,SANTA FE,CENTRO,21,Gas Oil Grado 3,2,Diurno,2475.0,2026-05-18 10:44:00,6,DAPSA S.A.,-31.55513,-61.07547,"{""type"":""Point"",""coordinates"":[-61.07547,-31.55513]}"
2026-05,9736,30-71629932-1,VEGAS KINDONG SRL,Av. Ricardo Balbin (ex Ruta 8) 3030,SAN MARTIN,BUENOS AIRES,,21,Gas Oil Grado 3,2,Diurno,2500.0,2026-05-15 05:55:00,28,PUMA,-34.57291,-58.55211,"{""type"":""Point"",""coordinates"":[-58.55211,-34.57291]}"
2026-04,2011,30-58962149-9,SUPERMERCADOS MAYORISTAS MAKRO S.A.,AV. F. PIENOVI 318,AVELLANEDA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2133.0,2026-04-13 15:27:00,28,PUMA,-34.661656,-58.388413,"{""type"":""Point"",""coordinates"":[-58.388413,-34.661656]}"
2026-05,9831,30-71601409-2,APELLGRAN SAS,AVENIDA BELGRANO 1116,VILLA DOLORES,CORDOBA,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2145.0,2026-05-16 09:10:00,4,SHELL C.A.P.S.A.,-31.94762,-65.17489,"{""type"":""Point"",""coordinates"":[-65.17489,-31.94762]}"
2026-05,4547,30-70384361-8,SILFA SA,AV PTE PERON 3102,SAN FERNANDO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2169.0,2026-05-16 12:04:00,4,SHELL C.A.P.S.A.,-34.452818,-58.538881,"{""type"":""Point"",""coordinates"":[-58.538881,-34.452818]}"
2026-05,3822,30-51618667-0,DEHEZA S.A.I.C.I.F.I.,TRES ARROYOS 3802,SARANDI,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2188.0,2026-05-16 00:00:00,4,SHELL C.A.P.S.A.,-34.677183,-58.33156,"{""type"":""Point"",""coordinates"":[-58.33156,-34.677183]}"
2026-05,2798,30-57770479-8,ROAL SRL,MARIANO ACOSTA 1195,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,2449.0,2026-05-02 13:11:00,4,SHELL C.A.P.S.A.,-34.643716,-58.470253,"{""type"":""Point"",""coordinates"":[-58.470253,-34.643716]}"
2026-05,10888,30-71674477-5,MANERA SAS,9 DE JULIO 297,QUEMU QUEMU,LA PAMPA,,19,Gas Oil Grado 2,2,Diurno,2237.0,2026-05-14 19:50:00,28,PUMA,-36.0541,-63.56691,"{""type"":""Point"",""coordinates"":[-63.56691,-36.0541]}"
2026-05,2244,33-67463561-9,CORBAL S.A.,RUTA NACIONAL NRO 34 KM. 120,CAÑADA ROSQUIN,SANTA FE,CENTRO,21,Gas Oil Grado 3,2,Diurno,2394.0,2026-05-19 14:00:00,29,GULF,-32.12934,-61.55132,"{""type"":""Point"",""coordinates"":[-61.55132,-32.12934]}"
2026-04,656,30-70877712-5,CIRCUNVALACION SERVICIOS S.A.,BAIGORRIA 2630,ROSARIO,SANTA FE,CENTRO,19,Gas Oil Grado 2,2,Diurno,2250.0,2026-04-30 00:00:00,6,DAPSA S.A.,-32.89354,-60.71862,"{""type"":""Point"",""coordinates"":[-60.71862,-32.89354]}"
2026-05,1353,30-64052401-0,EL TEHUELCHE SRL,AVDA. RIVADAVIA 2750,COMODORO RIVADAVIA,CHUBUT,PATAGONIA,21,Gas Oil Grado 3,2,Diurno,2499.0,2026-05-26 12:43:00,26,AXION,-45.862415,-67.516482,"{""type"":""Point"",""coordinates"":[-67.516482,-45.862415]}"
2026-04,9938,30-71107031-8,YPF VERGARA,AVDA. VALENTIN VERGAR 4946 ESQ.NICOLAS MILAZZO,BERAZATEGUI,BUENOS AIRES,,6,GNC,2,Diurno,779.0,2026-04-23 14:00:00,2,YPF,-34.80524,-58.20635,"{""type"":""Point"",""coordinates"":[-58.20635,-34.80524]}"
2026-05,6005,30-70827371-2,RICARDO Y SAMUEL ITURRALDE S.A.,ACCESO PADRE DUTRA Y TRONGE,30 DE AGOSTO,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,2503.0,2026-05-15 09:01:00,28,PUMA,-36.2815,-62.55717,"{""type"":""Point"",""coordinates"":[-62.55717,-36.2815]}"
2026-05,9971,30-71534909-0,MONSEÑOR Z SA,AV MONSEÑOR ZABALA 450,MAR DEL PLATA,BUENOS AIRES,,21,Gas Oil Grado 3,3,Nocturno,2450.0,2026-05-16 08:31:00,4,SHELL C.A.P.S.A.,-37.951021,-57.580887,"{""type"":""Point"",""coordinates"":[-57.580887,-37.951021]}"
2026-05,2396,30-53983668-0,PETROSAR PRODUCCIÓN Y SERVICIOS S.A.,Ruta 26 Km 86,CERRO DRAGON,CHUBUT,PATAGONIA,21,Gas Oil Grado 3,2,Diurno,2824.0,2026-05-07 09:36:00,1,BLANCA,-45.74228,-68.28864,"{""type"":""Point"",""coordinates"":[-68.28864,-45.74228]}"
2026-05,3053,33-70507106-9,MOCHA SA,AV HIPOLITO YRIGOYEN 12101,TURDERA,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,2129.0,2026-05-28 07:58:00,28,PUMA,-34.79714,-58.40899,"{""type"":""Point"",""coordinates"":[-58.40899,-34.79714]}"
2026-05,9320,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Bulnes 1108 (esq. Luque),CORDOBA,CORDOBA,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2389.0,2026-05-23 00:00:00,26,AXION,-31.40009,-64.17335,"{""type"":""Point"",""coordinates"":[-64.17335,-31.40009]}"
2026-05,9567,30-66564272-7,COMBYLU SA,28 N° 5,LA PLATA,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2399.0,2026-05-23 21:49:00,26,AXION,-34.9205585539992,-57.9905032073402,"{""type"":""Point"",""coordinates"":[-57.9905032073402,-34.9205585539992]}"
2026-03,6988,20-11702046-1,SUAREZ EDUARDO ALEJANDRO,H. IRIGOYEN Y CORDOBA,HERNANDARIAS,ENTRE RIOS,CENTRO,19,Gas Oil Grado 2,2,Diurno,2115.0,2026-03-16 08:00:00,4,SHELL C.A.P.S.A.,-31.232495,-59.98607,"{""type"":""Point"",""coordinates"":[-59.98607,-31.232495]}"
2026-04,8058,30-70859268-0,SERVICENTRO SAN CAYETANO,MARTIN QUENON N*1014 ESQ. JOSE MANUEL ESTRADA,RIO CUARTO,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2138.0,2026-04-24 15:22:00,26,AXION,-33.136495,-64.367507,"{""type"":""Point"",""coordinates"":[-64.367507,-33.136495]}"
2026-05,9269,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Av. Monroe 3078 (esq. Balbin),CAPITAL FEDERAL,CAPITAL FEDERAL,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2099.0,2026-05-19 00:00:00,26,AXION,-34.562204,-58.466072,"{""type"":""Point"",""coordinates"":[-58.466072,-34.562204]}"
2026-05,9319,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Av. Rojo 2825 (esq. Estanislao del Campo),LAFERRERE,BUENOS AIRES,,6,GNC,2,Diurno,899.0,2026-05-15 22:00:00,26,AXION,-34.748822,-58.581549,"{""type"":""Point"",""coordinates"":[-58.581549,-34.748822]}"
2026-05,9485,30-71146351-4,GLOBAL OIL SRL,LA PLATA 14,GRAL. ROCA,RIO NEGRO,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,1822.0,2026-05-25 12:10:00,28,PUMA,-39.026899,-67.563209,"{""type"":""Point"",""coordinates"":[-67.563209,-39.026899]}"
2026-05,9192,30-71435462-7,BIGLIONE SRL,AV SAN MARTIN 932,GRAL. CABRERA,CORDOBA,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2468.0,2026-05-18 09:34:00,4,SHELL C.A.P.S.A.,-32.810698,-63.874034,"{""type"":""Point"",""coordinates"":[-63.874034,-32.810698]}"
2026-05,9585,33-71573489-9,CARDINAL S.R.L,AV. RIVADAVIA (O) 595,SGO. DEL ESTERO,SANTIAGO DEL ESTERO,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2239.0,2026-05-23 15:00:00,26,AXION,-27.784401,-64.265823,"{""type"":""Point"",""coordinates"":[-64.265823,-27.784401]}"
2026-01,1301,30-70798589-1,EL CORRALITO S.R.L,RECTA MARTINOLI 7914,CORDOBA,CORDOBA,CENTRO,6,GNC,3,Nocturno,790.0,2026-01-14 09:36:00,28,PUMA,-31.34722,-64.27083,"{""type"":""Point"",""coordinates"":[-64.27083,-31.34722]}"
2026-05,2401,30-70761376-5,GNC DEL OESTE SRL,AV. RATTI  880,ITUZAINGO,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2191.0,2026-05-16 10:46:00,4,SHELL C.A.P.S.A.,-34.654574,-58.67903,"{""type"":""Point"",""coordinates"":[-58.67903,-34.654574]}"
2026-05,9493,30-71269600-8,TS OASIS SRL,RUTA NAC N° 9 KM 1288,BANDA DEL RIO SALI,TUCUMAN,,19,Gas Oil Grado 2,2,Diurno,2375.0,2026-05-16 00:00:00,4,SHELL C.A.P.S.A.,-26.850203,-65.167677,"{""type"":""Point"",""coordinates"":[-65.167677,-26.850203]}"
2026-05,7440,30-70911301-8,GCV S.A.,AV. HIPOLITO YRIGOYEN 7520,BANFIELD,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,2240.0,2026-05-16 08:31:00,4,SHELL C.A.P.S.A.,-34.742702,-58.398772,"{""type"":""Point"",""coordinates"":[-58.398772,-34.742702]}"
2026-05,11437,30-64472746-3,EMFACO S.A.,AVENIDA FERNANDEZ BESCHTEDT 1950,LUJAN,BUENOS AIRES,,21,Gas Oil Grado 3,2,Diurno,2682.0,2026-05-16 09:35:00,4,SHELL C.A.P.S.A.,-34.554204,-59.096745,"{""type"":""Point"",""coordinates"":[-59.096745,-34.554204]}"
2026-05,10426,27-27817858-2,ALVAREZ NATALIA LUJAN,SAN MARTIN 609,GDOR. CASTRO,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2350.0,2026-05-09 21:12:00,1,BLANCA,-33.657144,-59.87083,"{""type"":""Point"",""coordinates"":[-59.87083,-33.657144]}"
2026-05,9953,30-71557375-6,DON BOSCO 2805 COMBUSTIBLES DEL OESTE S.A.,AV. DON BOSCO 2805,MORON,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2115.0,2026-05-07 14:58:00,26,AXION,-34.666075,-58.600729,"{""type"":""Point"",""coordinates"":[-58.600729,-34.666075]}"
2026-05,6651,20-07680569-6,COMAN ADOLFO MAXIMINO,INT. CAFFARATTI 651,LAS PERDICES,CORDOBA,CENTRO,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2468.0,2026-05-18 11:55:00,4,SHELL C.A.P.S.A.,-32.697123,-63.708601,"{""type"":""Point"",""coordinates"":[-63.708601,-32.697123]}"
2026-02,3951,30-65802234-9,DA COSTA E HIJOS S.A.,Calle 21 Nº 2096,BERAZATEGUI,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,699.0,2026-02-09 01:00:00,2,YPF,-34.79213,-58.24976,"{""type"":""Point"",""coordinates"":[-58.24976,-34.79213]}"
2026-05,1765,30-68529905-0,ELI S.A,AV. DEL LIBERTADOR 1186 Y COLECTORA DE ACCESO OESTE,MORENO,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,2558.0,2026-05-16 09:38:00,4,SHELL C.A.P.S.A.,-34.636108,-58.786519,"{""type"":""Point"",""coordinates"":[-58.786519,-34.636108]}"
2026-03,8203,20-08119419-0,EVANGELISTA EDUARDO ROBERTO,Tomas Orell 489,ALLEN,RIO NEGRO,PATAGONIA,19,Gas Oil Grado 2,2,Diurno,1950.0,2026-03-13 10:43:00,4,SHELL C.A.P.S.A.,-38.978699,-67.822682,"{""type"":""Point"",""coordinates"":[-67.822682,-38.978699]}"
2026-04,4757,30-66809364-3,AUTOGAS S.R.L.,AV. PRESIDENTE CASTILLO 3530,SAN FERNANDO DEL VALLE,CATAMARCA,NOA,6,GNC,3,Nocturno,898.0,2026-04-10 06:00:00,4,SHELL C.A.P.S.A.,-28.45462,-65.74297,"{""type"":""Point"",""coordinates"":[-65.74297,-28.45462]}"
2026-01,3937,30-66262473-6,MORABITO HNOS,Honorio Pueyredon 3874,PILAR,BUENOS AIRES,PAMPEANA,21,Gas Oil Grado 3,2,Diurno,1906.0,2026-01-12 15:48:00,2,YPF,-34.42237,-58.87382,"{""type"":""Point"",""coordinates"":[-58.87382,-34.42237]}"
2026-05,9297,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA",Av. Eva Perón 8159 (esq. Wilde),ROSARIO,SANTA FE,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2399.0,2026-05-23 00:00:00,26,AXION,-32.928727,-60.73858,"{""type"":""Point"",""coordinates"":[-60.73858,-32.928727]}"
2026-03,4786,30-64991146-7,GASFE SA,AV.BROWN Y AV.SANTA FE,VENADO TUERTO,SANTA FE,CENTRO,6,GNC,3,Nocturno,928.0,2026-03-28 06:00:00,26,AXION,-33.736548,-61.963219,"{""type"":""Point"",""coordinates"":[-61.963219,-33.736548]}"
2026-04,10522,30-71646025-4,DON CALIFA COMBUSTIBLES DE BOLIVAR SA,RUTA PROV. 65 KM270,BOLIVAR,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2090.0,2026-04-30 16:08:00,28,PUMA,-36.202803,-61.142656,"{""type"":""Point"",""coordinates"":[-61.142656,-36.202803]}"
2026-05,238,30-63739745-8,P. & H. SRL,AV. SOBERANIA NACIONAL 435,RESISTENCIA,CHACO,NEA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2063.0,2026-05-15 17:11:00,1,BLANCA,-27.47377,-59.00404,"{""type"":""Point"",""coordinates"":[-59.00404,-27.47377]}"
2026-01,10943,20-25366883-1,SUAREZ JUAN JOSE,Ruta 266 y 55,BALCARCE,BUENOS AIRES,,21,Gas Oil Grado 3,3,Nocturno,2009.0,2026-01-31 08:47:00,26,AXION,-37.818854,-58.220747,"{""type"":""Point"",""coordinates"":[-58.220747,-37.818854]}"
2026-05,1742,30-69767548-1,YES SERVICE SOCIEDAD ANONIMA,Juan M. Rosas 11711,GREGORIO DE LA FERRERE,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,2261.0,2026-05-16 09:20:00,4,SHELL C.A.P.S.A.,-34.742161,-58.607624,"{""type"":""Point"",""coordinates"":[-58.607624,-34.742161]}"
2026-05,10704,30-71164223-0,DTP SA,AV. RIVADAVIA 10984,CAPITAL FEDERAL,CAPITAL FEDERAL,,19,Gas Oil Grado 2,3,Nocturno,2180.0,2026-05-15 15:01:00,28,PUMA,-34.639309,-58.518604,"{""type"":""Point"",""coordinates"":[-58.518604,-34.639309]}"
2026-05,10675,30-70807302-0,EXFAKO S.A.,"AV SAN MARTIN 4361, ESQ OLIDEN",MORENO,BUENOS AIRES,,21,Gas Oil Grado 3,3,Nocturno,2641.0,2026-05-16 09:45:00,4,SHELL C.A.P.S.A.,-34.626204,-58.876148,"{""type"":""Point"",""coordinates"":[-58.876148,-34.626204]}"
2026-03,6242,30-70859268-0,SERVICENTRO MARCONI,AV.MARCONI 1051,RIO CUARTO,CORDOBA,CENTRO,21,Gas Oil Grado 3,2,Diurno,2549.0,2026-03-31 17:03:00,4,SHELL C.A.P.S.A.,-33.11246,-64.35401,"{""type"":""Point"",""coordinates"":[-64.35401,-33.11246]}"
2026-03,6360,20-16163943-6,GUIFFRE RAUL OSCAR,Ruta Nac. N° 14 153,SAN JOSE,ENTRE RIOS,CENTRO,19,Gas Oil Grado 2,2,Diurno,2028.0,2026-03-26 09:01:00,1,BLANCA,-32.241159,-58.235983,"{""type"":""Point"",""coordinates"":[-58.235983,-32.241159]}"
2026-05,3717,30-70847497-1,LA PARADA S.R.L.,AVENIDA MITRE 385,SAN MIGUEL DE TUCUMAN,TUCUMAN,CUYO,21,Gas Oil Grado 3,2,Diurno,2672.0,2026-05-15 23:05:00,4,SHELL C.A.P.S.A.,-26.823127,-65.21705,"{""type"":""Point"",""coordinates"":[-65.21705,-26.823127]}"
2026-05,3603,30-51618667-0,DEHEZA S.A.I.C.F.I,ACCESO NORTE R. TIGRE KM 26.44,TIGRE,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2169.0,2026-05-16 00:00:00,4,SHELL C.A.P.S.A.,-34.44869,-58.57722,"{""type"":""Point"",""coordinates"":[-58.57722,-34.44869]}"
2026-05,11008,30-71686775-3,LA ROTONDA S.A.S,AUTOPISTA CORDOBA ROSARIO KM 436.5,MARCOS JUAREZ,CORDOBA,,21,Gas Oil Grado 3,2,Diurno,2599.0,2026-05-16 09:00:00,4,SHELL C.A.P.S.A.,-32.6588462558189,-62.1236627443825,"{""type"":""Point"",""coordinates"":[-62.1236627443825,-32.6588462558189]}"
2026-04,10069,30-71653946-2,ORGANISMO DESCENTRALIZADO ESTACIÓN DE SERVICIO ARATA,Ruta Provicial 4 km 101/600,ARATA,LA PAMPA,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,1800.0,2026-04-09 09:00:00,1,BLANCA,-35.678956,-63.792647,"{""type"":""Point"",""coordinates"":[-63.792647,-35.678956]}"
2026-03,4717,30-57430085-8,BRAMO S.A.,AV. JUAN B. JUSTO 4407,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,1852.0,2026-03-10 07:20:00,4,SHELL C.A.P.S.A.,-34.607215,-58.462973,"{""type"":""Point"",""coordinates"":[-58.462973,-34.607215]}"
2026-03,555,30-61403783-7,LABORANTI S R L,RUTA 18 Y AO12 -,PIÑERO,SANTA FE,CENTRO,21,Gas Oil Grado 3,2,Diurno,2289.0,2026-03-14 00:14:00,29,GULF,-33.088413,-60.700273,"{""type"":""Point"",""coordinates"":[-60.700273,-33.088413]}"
2026-05,7779,30-54132847-1,MECANAGRO CHACO SACIYF,Calle 330 y Avenida de los Inmigrantes,SAENZ PEÑA,CHACO,NEA,19,Gas Oil Grado 2,3,Nocturno,2359.0,2026-05-17 11:15:00,1,BLANCA,-26.79853,-60.41362,"{""type"":""Point"",""coordinates"":[-60.41362,-26.79853]}"
2026-05,3214,30-61372698-1,LICAFRA S.A.,AV. MITRE 5525,WILDE,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,2,Diurno,2364.0,2026-05-04 14:48:00,26,AXION,-34.69806,-58.3253,"{""type"":""Point"",""coordinates"":[-58.3253,-34.69806]}"
2026-05,9868,30-71541269-8,PENTAGONO DUAL SRL,RUTA PROV. N° 2 KM. 45 200 Y CALLE 425,LA PLATA,BUENOS AIRES,,19,Gas Oil Grado 2,3,Nocturno,2197.0,2026-05-16 18:29:00,4,SHELL C.A.P.S.A.,-34.941001,-58.168302,"{""type"":""Point"",""coordinates"":[-58.168302,-34.941001]}"
2026-05,1202,30-70765452-6,GNC OLIMPO S.R.L.,RUTA DE LA TRADICION 7629,9 DE ABRIL,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2069.0,2026-05-21 09:30:00,6,DAPSA S.A.,-34.74246,-58.494263,"{""type"":""Point"",""coordinates"":[-58.494263,-34.74246]}"
2026-01,10125,30-71140291-4,REYERO CANCIANI E HIJOS S.R.L,"RUTA NACIONAL N° 7 KM 660,9",JUSTO DARACT,SAN LUIS,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,1947.0,2026-01-14 18:51:00,1,BLANCA,-33.840256,-65.172545,"{""type"":""Point"",""coordinates"":[-65.172545,-33.840256]}"
2026-05,9937,23-22264307-4,ALVAREZ MARTA MONICA,Avenida Siria 1968,SAN MIGUEL DE TUCUMAN,TUCUMAN,,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2299.0,2026-05-15 08:45:00,29,GULF,-26.80341,-65.20424,"{""type"":""Point"",""coordinates"":[-65.20424,-26.80341]}"
2026-05,4086,30-70077757-6,OPEM SRL,ACCESO ESTE KM 3 SANTA LUCIA,SANTA LUCIA,SAN JUAN,CUYO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2131.0,2026-05-15 14:10:00,30,VOY,-31.55262,-68.49175,"{""type"":""Point"",""coordinates"":[-68.49175,-31.55262]}"
2026-03,9338,30-70848613-9,OCTANO SRL,Avda Ex Combatientes de Malvinas y Rotonda de Limache 0,SALTA,SALTA,,6,GNC,2,Diurno,850.0,2026-03-07 09:49:00,26,AXION,-24.828776,-65.430137,"{""type"":""Point"",""coordinates"":[-65.430137,-24.828776]}"
2026-04,9215,30-71501591-5,SERVICENTRO PILAR SRL,SAN MARTIN 1962,PILAR,SANTA FE,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2139.0,2026-04-13 08:31:00,26,AXION,-31.431306,-61.257423,"{""type"":""Point"",""coordinates"":[-61.257423,-31.431306]}"
2026-05,6575,30-70925337-5,MARTHER S.A.,AVDA. FULVIO PAGANI 789,ARROYITO,CORDOBA,CENTRO,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2149.0,2026-05-22 22:00:00,2,YPF,-31.422569,-63.046496,"{""type"":""Point"",""coordinates"":[-63.046496,-31.422569]}"
2026-05,9325,30-69554247-6,"PAN AMERICAN ENERGY LLC, SUCURSAL ARGENTINA","Ruta 36, Km. 34 (Rot.Gutierrez)",BERAZATEGUI,BUENOS AIRES,,6,GNC,3,Nocturno,899.0,2026-05-18 22:00:00,26,AXION,-34.84049,-58.1879,"{""type"":""Point"",""coordinates"":[-58.1879,-34.84049]}"
2026-05,10895,30-71575696-6,AGRO COMBUSTIBLES SRL,BARTOLOME MITRE Y BEAUMONT 2202,SAN PEDRO,BUENOS AIRES,,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2137.0,2026-05-11 10:21:00,6,DAPSA S.A.,-33.68751,-59.6731,"{""type"":""Point"",""coordinates"":[-59.6731,-33.68751]}"
2026-05,9513,30-70748118-4,ANJOR S.A.,RANCAGUA  5050,CORDOBA,CORDOBA,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2424.0,2026-05-15 22:00:00,4,SHELL C.A.P.S.A.,-31.351742,-64.147523,"{""type"":""Point"",""coordinates"":[-64.147523,-31.351742]}"
2026-04,1436,30-69115804-3,LANORFE S.A.,Ruta 5 km. 158.400,CHIVILCOY,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2136.0,2026-04-01 19:29:00,28,PUMA,-34.91793,-59.98173,"{""type"":""Point"",""coordinates"":[-59.98173,-34.91793]}"
2026-05,10376,30-71704485-8,BRIBAL AGRO S.R.L.,"RUTA NACIONAL 8 KM 362,5",VENADO TUERTO,SANTA FE,,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2143.0,2026-05-15 10:00:00,28,PUMA,-33.77982,-61.95373,"{""type"":""Point"",""coordinates"":[-61.95373,-33.77982]}"
2026-03,2863,30-69707290-6,AL3 MULTISERVICIOS S.A,DON BOSCO 6004,ISIDRO CASANOVA,BUENOS AIRES,PAMPEANA,2,Nafta (súper) entre 92 y 95 Ron,2,Diurno,2082.0,2026-03-30 14:00:00,29,GULF,-34.680477,-58.615864,"{""type"":""Point"",""coordinates"":[-58.615864,-34.680477]}"
2026-05,3559,30-51618667-0,DEHEZA S.A.I.C.F.I,AV. FIGUEROA ALCORTA 3099,CAPITAL FEDERAL,CAPITAL FEDERAL,PAMPEANA,19,Gas Oil Grado 2,3,Nocturno,2182.0,2026-05-16 00:00:00,4,SHELL C.A.P.S.A.,-34.5796,-58.40003,"{""type"":""Point"",""coordinates"":[-58.40003,-34.5796]}"
2026-01,7011,30-70844216-6,ESSA S.R.L.,MARCHINI Y RUTA Nº 12,NOGOYA,ENTRE RIOS,CENTRO,21,Gas Oil Grado 3,3,Nocturno,2059.0,2026-01-01 00:00:00,26,AXION,-32.38236,-59.790231,"{""type"":""Point"",""coordinates"":[-59.790231,-32.38236]}"
2026-05,3629,30-51618667-0,DEHEZA S.A.I.C.I.F.I.,RUTA 2 KM 115,CHASCOMUS,BUENOS AIRES,PAMPEANA,3,Nafta (premium) de más de 95 Ron,3,Nocturno,2435.0,2026-05-16 00:00:00,4,SHELL C.A.P.S.A.,-35.52864,-58.01207,"{""type"":""Point"",""coordinates"":[-58.01207,-35.52864]}"
2026-05,5276,30-66737333-2,EL ACCESO S.C.,GARCIA SALINAS 1441,TRENQUE LAUQUEN,BUENOS AIRES,PAMPEANA,19,Gas Oil Grado 2,2,Diurno,2338.0,2026-05-16 09:06:00,4,SHELL C.A.P.S.A.,-35.982871,-62.726795,"{""type"":""Point"",""coordinates"":[-62.726795,-35.982871]}"
2026-05,9170,30-68017965-0,EMECO S.A.,RUTA 14 KM 5,CEIBAS,ENTRE RIOS,,21,Gas Oil Grado 3,3,Nocturno,2590.0,2026-05-16 09:02:00,4,SHELL C.A.P.S.A.,-33.455855,-58.802047,"{""type"":""Point"",""coordinates"":[-58.802047,-33.455855]}"
2026-03,10790,30-71154167-1,DON TEOFILO S.A.,RUTA 227 54,LOBERIA,BUENOS AIRES,,3,Nafta (premium) de más de 95 Ron,2,Diurno,2352.0,2026-03-26 08:09:00,4,SHELL C.A.P.S.A.,-38.150198,-58.757359,"{""type"":""Point"",""coordinates"":[-58.757359,-38.150198]}"
2026-05,8179,30-71432709-3,JJ ELY SRL,Ruta Nac 12 y Pedro J Trasel,CAPIOVI,MISIONES,NEA,2,Nafta (súper) entre 92 y 95 Ron,3,Nocturno,2209.0,2026-05-01 10:32:00,4,SHELL C.A.P.S.A.,-26.92516,-55.05965,"{""type"":""Point"",""coordinates"":[-55.05965,-26.92516]}"
2026-05,10003,30-64472746-3,"EMFACO S,A","CALLE 74 Y OMBUES (134) 3951, EMPRENDIMIENTO HUDSON PARK",BERAZATEGUI,BUENOS AIRES,,19,Gas Oil Grado 2,3,Nocturno,2280.0,2026-05-16 09:48:00,4,SHELL C.A.P.S.A.,-34.809697,-58.173823,"{""type"":""Point"",""coordinates"":[-58.173823,-34.809697]}"
2026-02,158,30-64946306-5,GAMVER GAS SA,AV. GENERAL PAZ 7499,JOSE INGENIEROS,BUENOS AIRES,PAMPEANA,6,GNC,2,Diurno,559.9,2026-02-28 10:30:00,1,BLANCA,-34.61817,-58.53166,"{""type"":""Point"",""coordinates"":[-58.53166,-34.61817]}"
